Date of download data creation,As of 2016.05.14,Number of data,9900
EDINET Code,Type of Submitter,Listed company / Unlisted company,Consolidated / NonConsolidated,Capital stock,account closing date,Submitter Name,Submitter Name（alphabetic）,Submitter Name（phonetic）,Province,Submitter's industry,Securities Identification Code
"E20385","内国法人・組合","Listed company","NonConsolidated","949"," 2.the end of the month","ネオス株式会社","Neos Corporation","ネオスカブシキカイシャ","東京都千代田区神田須田町１丁目２３番地１","Information & Communication","36270"
"E20388","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","イコールパートナーズ株式会社","","イコールパートナーズカブシキカイシャ","品川区北品川５－１１－１９","Others",""
"E20393","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1000","","株式会社読売新聞東京本社","","カブシキカイシャヨミウリシンブントウキョウホンシャ","千代田区大手町一丁目７番１号","Others",""
"E20429","内国法人・組合（有価証券報告書等の提出義務者以外）","","","27","","豊栄実業株式会社","","ホウエイジツギョウカブシキガイシャ","杉並区荻窪五丁目２９番１１号","Others",""
"E20455","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社山口クリエイト","","カブシキガイシャエムワイキカク","北九州市若松区高須東四丁目１３番１号","Others",""
"E20484","内国法人・組合（有価証券報告書等の提出義務者以外）","","","40","","三光起業株式会社","","サンコウキギョウカブシキガイシャ","中央区銀座五丁目６番１号","Others",""
"E20502","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人髙山国際教育財団","","コウエキザイダンホウジンタカヤマコクサイキョウイクザイダン","新宿区新宿一丁目１番１１号","Others",""
"E20532","個人（組合発行者を除く）","","","","","山本　百合子","","ヤマモト　ユリコ","","Others",""
"E20538","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5980","","ノーブル・アペックス・アドバイザーズ・リミテッド","","ノーブルアペックスアドバイザーズリミテッド","香港、コーズウェイ・ベイ、グロスター通り２５５、シノ・プラザ、１９０１号室","Others",""
"E20551","個人（組合発行者を除く）","","","","","金城　和子","","キンジョウ　カズコ","","Others",""
"E20563","個人（組合発行者を除く）","","","","","永谷　博","","ナガタニ　ヒロシ","","Others",""
"E20566","個人（組合発行者を除く）","","","","","永谷　三代子","","ナガタニ　ミヨコ","","Others",""
"E20567","内国法人・組合（有価証券報告書等の提出義務者以外）","","","189","","ＡＣＡ株式会社","","エーシーエーカブシキガイシャ","千代田区永田町一丁目１１番３０号","Others",""
"E20608","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2227","","株式会社神明ホールディング","","カブシキカイシャシンメイホールディング","神戸市中央区栄町通六丁目１番２１号","Others",""
"E20615","外国法人・組合（有価証券報告書等の提出義務者以外）","","","4168","","ディジコ　ホールディングス　リミテッド","","ディジコ　ホールディングス　リミテッド","香港　カウルーン　ツィム　シャ　ツイ　３サリスバリー　ロード　スター　ハウス","Others",""
"E20616","内国法人・組合（有価証券報告書等の提出義務者以外）","","","287","","株式会社ティーケーピー","","カブシキガイシャティーケーピー","新宿区市谷八幡町８番地","Others",""
"E20624","内国法人・組合（有価証券報告書等の提出義務者以外）","","","80","","株式会社ききょう企画","","カブシキカイシャキキョウキカク","渋谷区神山町２０－２１","Others",""
"E20625","個人（組合発行者を除く）","","","","","大塚　勝久","","オオツカ　カツヒサ","","Others",""
"E20647","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社やがみビル","","カブキカイシャヤガミビル","名古屋市天白区弥生が岡３２７番地","Others",""
"E20652","内国法人・組合（有価証券報告書等の提出義務者以外）","","","34","","名古屋友豊株式会社","","ナゴヤユウホウカブシキカイシャ","名古屋市中川区尾頭橋一丁目１番４７号","Others",""
"E20656","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1000","","岡三アセットマネジメント株式会社","","オカサンアセットマネジメントカブシキガイシャ","中央区八重洲二丁目８番１号","Others",""
"E20669","内国法人・組合（有価証券報告書等の提出義務者以外）","","","23","","株式会社ケイビー恒産","","カブシキガイシャケイビーコウサン","京都市伏見区桃山筑前台町３２番地１","Others",""
"E20677","個人（組合発行者を除く）","","","","","池永　重彦","","イケナガ　シゲヒコ","","Others",""
"E20682","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社環境エネルギー投資","","カブシキガイシャカンキョウエネルギートウシ","品川区東五反田５丁目２０番７号","Others",""
"E20685","個人（組合発行者を除く）","","","","","中村　和男","","ナカムラ　カズオ","","Others",""
"E20688","外国法人・組合（有価証券報告書等の提出義務者以外）","","","54074","","ロシュ・ファームホールディング・ビー・ヴィ","","ロシュ　ファームホールディング　ビー　ヴィ","オランダ王国　ヴォールデン　ジー・アール　３４４６　ベネルクス通り　２Ａ","Others",""
"E20697","個人（組合発行者を除く）","","","","","生田　允紀","","イクタ　マサキ","","Others",""
"E20698","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社アイアンドアイ","","アイアンドアイ","港区虎ノ門四丁目１番２８号","Others",""
"E20703","外国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","Ｓ＆Ｒ　Ｔｅｃｈｎｏｌｏｇｙ　Ｈｏｌｄｉｎｇｓ，ＬＬＣ","","エスアンドアール　テクノロジー　ホールディングス　エルエルシー","７５０１　Ｗｉｓｃｏｎｓｉｎ　Ａｖｅｎｕｅ，　Ｓｕｉｔｅ　６００Ｅ，　Ｂｅｔｈｅｓｄａ，　ＭＤ　２０８１４　ＵＳＡ","Others",""
"E20706","個人（組合発行者を除く）","","","","","岨野　俊雄","","ソノ　トシオ","","Others",""
"E20709","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","合同会社ハーティス","","ゴウドウガイシャハーティス","品川区西五反田二丁目６番３号","Others",""
